1,KL Rahul,India
2,Rohit Sharma,India
3,Virat Kohli,India
4,SuryaKumar Yadav,India
5,Ishan Kishan,India
6,Rishabh Pant,India
7,Ravindra Jadeja,India
8,Hardik Pandya,India
9,Shardul Thakur,India
10,Jasprit Bumrah,India
11,Mohommad Shami,India
12,Bhuvneshwar Kumar,India
13,Ravichandran Ashwin,India
14,Varun Chakravarty,India
15,Rahul Chahar,India
